('6d9h', 'B', 3.6, 'ELECTRON MICROSCOPY', '1got', 'B', 2.0, 'X-RAY DIFFRACTION', 99.70414201183432)
('4ui9', 'L', 3.6, 'ELECTRON MICROSCOPY', '1jhj', 'A', 1.6, 'X-RAY DIFFRACTION', 99.41176470588235)
#('5nik', 'K', 3.3, 'ELECTRON MICROSCOPY', '5lj8', 'A', 1.95, 'X-RAY DIFFRACTION', 100.0)
('5aey', 'E', 4.3, 'ELECTRON MICROSCOPY', '4a61', 'A', 2.0, 'X-RAY DIFFRACTION', 99.6845425867508)
('5zeu', 'g', 3.7, 'ELECTRON MICROSCOPY', '6jmk', 'A', 1.8, 'X-RAY DIFFRACTION', 96.15384615384616)
('6e2g', 'E', 3.6, 'ELECTRON MICROSCOPY', '4q5u', 'A', 1.8, 'X-RAY DIFFRACTION', 100.0)
#('6cs0', 'C', 3.8, 'ELECTRON MICROSCOPY', '2beq', 'A', 1.6, 'X-RAY DIFFRACTION', 100.0)
#('6cs1', 'A', 4.6, 'ELECTRON MICROSCOPY', '2beq', 'A', 1.6, 'X-RAY DIFFRACTION', 100.0)
#('6cs2', 'C', 4.4, 'ELECTRON MICROSCOPY', '2beq', 'A', 1.6, 'X-RAY DIFFRACTION', 100.0)
('6csx', 'C', 3.0, 'ELECTRON MICROSCOPY', '4u95', 'A', 2.0, 'X-RAY DIFFRACTION', 98.15891472868218)
('6j8e', 'C', 3.0, 'ELECTRON MICROSCOPY', '5fdy', 'A', 1.85, 'X-RAY DIFFRACTION', 96.66666666666667)
#('6j8g', 'C', 3.2, 'ELECTRON MICROSCOPY', '5fdy', 'A', 1.85, 'X-RAY DIFFRACTION', 96.66666666666667)
#('5w9o', 'L', 4.5, 'ELECTRON MICROSCOPY', '5vyh', 'A', 2.0, 'X-RAY DIFFRACTION', 100.0)
#('5w9n', 'J', 5.0, 'ELECTRON MICROSCOPY', '5vyh', 'A', 2.0, 'X-RAY DIFFRACTION', 100.0)
#('5w9m', 'J', 4.7, 'ELECTRON MICROSCOPY', '5vyh', 'A', 2.0, 'X-RAY DIFFRACTION', 100.0)
#('5w9l', 'J', 4.8, 'ELECTRON MICROSCOPY', '5vyh', 'A', 2.0, 'X-RAY DIFFRACTION', 100.0)
#('5w9k', 'L', 4.6, 'ELECTRON MICROSCOPY', '5vyh', 'A', 2.0, 'X-RAY DIFFRACTION', 100.0)
#('5w9j', 'L', 4.8, 'ELECTRON MICROSCOPY', '5vyh', 'A', 2.0, 'X-RAY DIFFRACTION', 100.0)
('5w9i', 'K', 3.6, 'ELECTRON MICROSCOPY', '5vzr', 'H', 1.57, 'X-RAY DIFFRACTION', 100.0)
#('5w9h', 'r', 4.0, 'ELECTRON MICROSCOPY', '5vyh', 'A', 2.0, 'X-RAY DIFFRACTION', 100.0)
('5w9p', 'K', 4.0, 'ELECTRON MICROSCOPY', '5vzr', 'H', 1.57, 'X-RAY DIFFRACTION', 100.0)
('6fn1', 'C', 3.58, 'ELECTRON MICROSCOPY', '5jue', 'H', 1.65, 'X-RAY DIFFRACTION', 100.0)
('6fn4', 'C', 4.14, 'ELECTRON MICROSCOPY', '5jue', 'H', 1.65, 'X-RAY DIFFRACTION', 100.0)
#('5hnz', 'K', 5.8, 'ELECTRON MICROSCOPY', '2kin', 'B', 2.0, 'X-RAY DIFFRACTION', 97.29729729729729)
#('5h64', 'a', 4.4, 'ELECTRON MICROSCOPY', '5gpg', 'B', 1.67, 'X-RAY DIFFRACTION', 97.84946236559139)
('6mar', 'L', 4.5, 'ELECTRON MICROSCOPY', '4nuj', 'A', 1.83, 'X-RAY DIFFRACTION', 96.49122807017544)
#('5wth', 'GU', 4.2, 'ELECTRON MICROSCOPY', '2w9d', 'L', 1.57, 'X-RAY DIFFRACTION', 95.73459715639811)
('5lcw', 'Z', 4.0, 'ELECTRON MICROSCOPY', '2vfx', 'A', 1.95, 'X-RAY DIFFRACTION', 98.46153846153847)
('6et5', 'M', 3.0, 'ELECTRON MICROSCOPY', '3t6d', 'M', 1.95, 'X-RAY DIFFRACTION', 98.45201238390094)
('6eti', 'F', 3.1, 'ELECTRON MICROSCOPY', '5niv', 'B', 1.5, 'X-RAY DIFFRACTION', 100.0)
#('4cbf', 'E', 4.1, 'ELECTRON MICROSCOPY', '5b1c', 'B', 2.0, 'X-RAY DIFFRACTION', 97.14285714285714)
#('5iyd', 'P', 3.9, 'ELECTRON MICROSCOPY', '1cdw', 'A', 1.9, 'X-RAY DIFFRACTION', 99.44134078212291)
#('5iya', 'U', 5.4, 'ELECTRON MICROSCOPY', '3ndq', 'A', 1.93, 'X-RAY DIFFRACTION', 100.0)
#('5iyc', 'U', 3.9, 'ELECTRON MICROSCOPY', '3ndq', 'A', 1.93, 'X-RAY DIFFRACTION', 100.0)
#('5iyb', 'U', 3.9, 'ELECTRON MICROSCOPY', '3ndq', 'A', 1.93, 'X-RAY DIFFRACTION', 100.0)
('6dmy', 'B', 3.6, 'ELECTRON MICROSCOPY', '3d1m', 'A', 1.7, 'X-RAY DIFFRACTION', 99.33333333333333)
#('6dmw', 'E', 4.4, 'ELECTRON MICROSCOPY', '4rjd', 'A', 2.0, 'X-RAY DIFFRACTION', 100.0)
#('6dv3', 'O', 4.1, 'ELECTRON MICROSCOPY', '4g08', 'A', 1.8, 'X-RAY DIFFRACTION', 100.0)
#('6dvz', 'D', 4.24, 'ELECTRON MICROSCOPY', '4n5q', 'A', 1.95, 'X-RAY DIFFRACTION', 100.0)
('3j8y', 'B', 5.0, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 97.50566893424036)
#('6gk3', 'H', 3.9, 'ELECTRON MICROSCOPY', '3ib4', 'A', 1.25, 'X-RAY DIFFRACTION', 95.3125)
('6mlm', 'L', 3.5, 'ELECTRON MICROSCOPY', '6btj', 'B', 2.0, 'X-RAY DIFFRACTION', 100.0)
#('5zsu', 'F', 4.25, 'ELECTRON MICROSCOPY', '6fnw', 'A', 1.8, 'X-RAY DIFFRACTION', 99.02200488997555)
#('5wda', 'Y', 5.0, 'ELECTRON MICROSCOPY', '1t92', 'A', 1.6, 'X-RAY DIFFRACTION', 98.11320754716981)
('6cvn', 'C', 3.9, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 96.78899082568807)
('6n4b', 'B', 3.0, 'ELECTRON MICROSCOPY', '1got', 'B', 2.0, 'X-RAY DIFFRACTION', 99.70414201183432)
#('5ire', 'E', 3.8, 'ELECTRON MICROSCOPY', '5kvd', 'E', 1.65, 'X-RAY DIFFRACTION', 99.0909090909091)
('5a0q', 'Y', 3.5, 'ELECTRON MICROSCOPY', '5le5', 'J', 1.8, 'X-RAY DIFFRACTION', 99.47089947089947)
#('6cue', 'r', 4.0, 'ELECTRON MICROSCOPY', '3se8', 'L', 1.9, 'X-RAY DIFFRACTION', 95.32710280373831)
#('5t0g', 'Z', 4.4, 'ELECTRON MICROSCOPY', '2o95', 'A', 1.95, 'X-RAY DIFFRACTION', 100.0)
#('5gjv', 'B', 3.6, 'ELECTRON MICROSCOPY', '4zw2', 'A', 1.86, 'X-RAY DIFFRACTION', 98.94736842105263)
#('5gjw', 'B', 3.9, 'ELECTRON MICROSCOPY', '4zw2', 'A', 1.86, 'X-RAY DIFFRACTION', 98.94736842105263)
#('5m0q', 'P', 4.91, 'ELECTRON MICROSCOPY', '5llj', 'A', 1.78, 'X-RAY DIFFRACTION', 100.0)
('5y5x', 'M', 5.0, 'ELECTRON MICROSCOPY', '1r5z', 'A', 1.95, 'X-RAY DIFFRACTION', 100.0)
('5fj8', 'E', 3.9, 'ELECTRON MICROSCOPY', '1dzf', 'A', 1.9, 'X-RAY DIFFRACTION', 100.0)
#('5mqf', 'o', 5.9, 'ELECTRON MICROSCOPY', '3lpy', 'A', 2.0, 'X-RAY DIFFRACTION', 100.0)
#('5fyw', 'O', 4.35, 'ELECTRON MICROSCOPY', '4b0a', 'A', 1.97, 'X-RAY DIFFRACTION', 100.0)
('5yfp', 'G', 4.4, 'ELECTRON MICROSCOPY', '2b1e', 'A', 2.0, 'X-RAY DIFFRACTION', 98.57397504456328)
('5lmx', 'E', 4.9, 'ELECTRON MICROSCOPY', '1dzf', 'A', 1.9, 'X-RAY DIFFRACTION', 100.0)
('6dcq', 'N', 3.1, 'ELECTRON MICROSCOPY', '4nuj', 'A', 1.83, 'X-RAY DIFFRACTION', 96.42857142857143)
#('5x59', 'C', 3.7, 'ELECTRON MICROSCOPY', '4mod', 'A', 1.9, 'X-RAY DIFFRACTION', 98.4375)
#('6qnu', 'B', 3.8, 'ELECTRON MICROSCOPY', '6f6o', 'A', 1.49, 'X-RAY DIFFRACTION', 95.23809523809524)
('6dkf', 'H', 3.7, 'ELECTRON MICROSCOPY', '5c90', 'A', 1.75, 'X-RAY DIFFRACTION', 96.53179190751445)
#('5vhy', 'D', 4.6, 'ELECTRON MICROSCOPY', '3t9x', 'B', 1.82, 'X-RAY DIFFRACTION', 95.8041958041958)
#('5vhf', 'Z', 5.7, 'ELECTRON MICROSCOPY', '2o95', 'A', 1.95, 'X-RAY DIFFRACTION', 100.0)
('3jbt', 'N', 3.8, 'ELECTRON MICROSCOPY', '2b4z', 'A', 1.5, 'X-RAY DIFFRACTION', 97.11538461538461)
#('3jbr', 'B', 4.2, 'ELECTRON MICROSCOPY', '1t0h', 'A', 1.97, 'X-RAY DIFFRACTION', 97.91666666666667)
('6bjc', 'I', 3.3, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 96.79633867276888)
#('6nmi', 'A', 3.7, 'ELECTRON MICROSCOPY', '4ern', 'A', 1.8, 'X-RAY DIFFRACTION', 100.0)
#('6b19', 'A', 4.5, 'ELECTRON MICROSCOPY', '4qag', 'A', 1.71, 'X-RAY DIFFRACTION', 97.6923076923077)
#('5mpd', 'U', 4.1, 'ELECTRON MICROSCOPY', '4o8x', 'A', 1.99, 'X-RAY DIFFRACTION', 100.0)
#('5mpe', 'U', 4.5, 'ELECTRON MICROSCOPY', '4o8x', 'A', 1.99, 'X-RAY DIFFRACTION', 100.0)
#('6j8h', 'C', 3.2, 'ELECTRON MICROSCOPY', '5fdy', 'A', 1.85, 'X-RAY DIFFRACTION', 96.66666666666667)
#('5lqw', 'C', 5.8, 'ELECTRON MICROSCOPY', '3hib', 'A', 2.0, 'X-RAY DIFFRACTION', 98.72204472843451)
('5lqp', 'GY', 6.0, 'ELECTRON MICROSCOPY', '5fs4', 'A', 1.73, 'X-RAY DIFFRACTION', 98.44961240310077)
#('6flt', 'J', 3.42, 'ELECTRON MICROSCOPY', '3q27', 'A', 1.3, 'X-RAY DIFFRACTION', 100.0)
#('6flq', 'F', 4.1, 'ELECTRON MICROSCOPY', '1u9l', 'A', 1.9, 'X-RAY DIFFRACTION', 100.0)
#('5l4k', 'U', 4.5, 'ELECTRON MICROSCOPY', '2o95', 'A', 1.95, 'X-RAY DIFFRACTION', 100.0)
#('3j94', 'F', 4.2, 'ELECTRON MICROSCOPY', '1nsf', 'A', 1.9, 'X-RAY DIFFRACTION', 100.0)
#('6eu0', 'Y', 4.0, 'ELECTRON MICROSCOPY', '4b0a', 'A', 1.97, 'X-RAY DIFFRACTION', 100.0)
('6eu1', 'E', 3.4, 'ELECTRON MICROSCOPY', '1dzf', 'A', 1.9, 'X-RAY DIFFRACTION', 100.0)
#('6ces', 'C', 4.0, 'ELECTRON MICROSCOPY', '3llu', 'A', 1.4, 'X-RAY DIFFRACTION', 99.43502824858757)
('5n5n', 'F', 4.0, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 95.18348623853211)
('5k11', 'B', 3.8, 'ELECTRON MICROSCOPY', '6bkx', 'C', 1.65, 'X-RAY DIFFRACTION', 96.35036496350365)
('5k10', 'B', 3.8, 'ELECTRON MICROSCOPY', '6bkx', 'C', 1.65, 'X-RAY DIFFRACTION', 96.35036496350365)
('6bno', 'H', 5.5, 'ELECTRON MICROSCOPY', '3mn5', 'A', 1.5, 'X-RAY DIFFRACTION', 95.64032697547684)
#('6dzm', 'F', 4.29, 'ELECTRON MICROSCOPY', '2ebo', 'A', 1.9, 'X-RAY DIFFRACTION', 98.55072463768116)
#('5zwo', '4', 3.9, 'ELECTRON MICROSCOPY', '5lsl', 'A', 1.65, 'X-RAY DIFFRACTION', 100.0)
('6bnp', 'H', 4.6, 'ELECTRON MICROSCOPY', '3mn5', 'A', 1.5, 'X-RAY DIFFRACTION', 95.64032697547684)
('6bnq', 'H', 5.5, 'ELECTRON MICROSCOPY', '3mn5', 'A', 1.5, 'X-RAY DIFFRACTION', 95.64032697547684)
#('5fmf', 'X', 6.0, 'ELECTRON MICROSCOPY', '3dgp', 'B', 1.8, 'X-RAY DIFFRACTION', 100.0)
('5ly6', 'B', 4.5, 'ELECTRON MICROSCOPY', '5cr6', 'D', 1.98, 'X-RAY DIFFRACTION', 98.08917197452229)
#('5w7g', 'p', 4.5, 'ELECTRON MICROSCOPY', '3fbl', 'A', 1.95, 'X-RAY DIFFRACTION', 100.0)
('5m5x', 'E', 4.0, 'ELECTRON MICROSCOPY', '1dzf', 'A', 1.9, 'X-RAY DIFFRACTION', 100.0)
('6cp5', 'T', 4.2, 'ELECTRON MICROSCOPY', '3u2f', 'K', 2.0, 'X-RAY DIFFRACTION', 100.0)
('6cp7', 'T', 4.1, 'ELECTRON MICROSCOPY', '3u2f', 'K', 2.0, 'X-RAY DIFFRACTION', 100.0)
('6cp6', 'T', 3.6, 'ELECTRON MICROSCOPY', '3u2f', 'K', 2.0, 'X-RAY DIFFRACTION', 100.0)
('6cp3', 'T', 3.8, 'ELECTRON MICROSCOPY', '3u2f', 'K', 2.0, 'X-RAY DIFFRACTION', 100.0)
('6mcb', 'A', 3.4, 'ELECTRON MICROSCOPY', '5b2r', 'B', 2.0, 'X-RAY DIFFRACTION', 99.41348973607037)
('6mcc', 'A', 3.9, 'ELECTRON MICROSCOPY', '5b2r', 'B', 2.0, 'X-RAY DIFFRACTION', 99.41348973607037)
#('5uie', 'S', 5.7, 'ELECTRON MICROSCOPY', '2rkl', 'A', 1.5, 'X-RAY DIFFRACTION', 100.0)
('5juy', 'N', 4.1, 'ELECTRON MICROSCOPY', '5df5', 'A', 1.3, 'X-RAY DIFFRACTION', 96.15384615384616)
#('6crv', 'C', 3.2, 'ELECTRON MICROSCOPY', '2beq', 'A', 1.6, 'X-RAY DIFFRACTION', 100.0)
('5mm4', 'B', 4.5, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 96.78899082568807)
('5mm7', 'B', 5.1, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 96.78899082568807)
#('6dpv', 'L', 3.3, 'ELECTRON MICROSCOPY', '4i4t', 'A', 1.8, 'X-RAY DIFFRACTION', 97.94050343249428)
('6dpw', 'L', 3.5, 'ELECTRON MICROSCOPY', '4i4t', 'A', 1.8, 'X-RAY DIFFRACTION', 97.9498861047836)
('6dpu', 'L', 3.1, 'ELECTRON MICROSCOPY', '4i4t', 'A', 1.8, 'X-RAY DIFFRACTION', 97.9498861047836)
('6bf8', 'B', 4.2, 'ELECTRON MICROSCOPY', '3cww', 'A', 1.96, 'X-RAY DIFFRACTION', 95.8592132505176)
#('6giy', 'H', 4.3, 'ELECTRON MICROSCOPY', '5m2y', 'A', 1.61, 'X-RAY DIFFRACTION', 100.0)
('6g79', 'B', 3.78, 'ELECTRON MICROSCOPY', '1got', 'B', 2.0, 'X-RAY DIFFRACTION', 98.22485207100591)
('5z62', 'E', 3.6, 'ELECTRON MICROSCOPY', '5iy5', 'E', 2.0, 'X-RAY DIFFRACTION', 96.15384615384616)
('5xxw', 'R', 6.0, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 96.78899082568807)
#('5nss', 'N', 5.8, 'ELECTRON MICROSCOPY', '2bjv', 'A', 1.7, 'X-RAY DIFFRACTION', 99.60159362549801)
('6e7b', 'A', 3.5, 'ELECTRON MICROSCOPY', '4i4t', 'A', 1.8, 'X-RAY DIFFRACTION', 97.94050343249428)
('6e7c', 'A', 3.65, 'ELECTRON MICROSCOPY', '4i4t', 'A', 1.8, 'X-RAY DIFFRACTION', 97.94050343249428)
#('4b03', 'IG', 6.0, 'ELECTRON MICROSCOPY', '4al8', 'C', 1.66, 'X-RAY DIFFRACTION', 98.01980198019803)
('6ezj', 'X', 3.1, 'ELECTRON MICROSCOPY', '4mu3', 'A', 1.12, 'X-RAY DIFFRACTION', 99.45945945945945)
('5nd4', 'B', 4.4, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 96.78899082568807)
('6bvf', 'D', 4.0, 'ELECTRON MICROSCOPY', '5gmz', 'A', 1.7, 'X-RAY DIFFRACTION', 97.1830985915493)
#('5a22', 'A', 3.8, 'ELECTRON MICROSCOPY', '5chs', 'A', 1.8, 'X-RAY DIFFRACTION', 99.71098265895954)
('3j6e', 'R', 4.7, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 96.78899082568807)
#('5n8o', 'A', 3.9, 'ELECTRON MICROSCOPY', '4l0j', 'A', 1.85, 'X-RAY DIFFRACTION', 96.16724738675958)
#('5n8n', 'c', 3.28, 'ELECTRON MICROSCOPY', '4uqz', 'B', 1.6, 'X-RAY DIFFRACTION', 100.0)
#('5n8y', 'F', 4.7, 'ELECTRON MICROSCOPY', '4tle', 'A', 1.94, 'X-RAY DIFFRACTION', 99.58333333333333)
('6d4j', 'C', 3.8, 'ELECTRON MICROSCOPY', '1vhh', 'A', 1.7, 'X-RAY DIFFRACTION', 99.35897435897436)
('5y5y', 'M', 4.7, 'ELECTRON MICROSCOPY', '1r5z', 'A', 1.95, 'X-RAY DIFFRACTION', 100.0)
#('6irg', 'D', 5.5, 'ELECTRON MICROSCOPY', '4nf4', 'B', 2.0, 'X-RAY DIFFRACTION', 100.0)
#('6irf', 'D', 5.1, 'ELECTRON MICROSCOPY', '4nf4', 'B', 2.0, 'X-RAY DIFFRACTION', 100.0)
#('5x58', 'C', 3.2, 'ELECTRON MICROSCOPY', '1zvb', 'A', 1.7, 'X-RAY DIFFRACTION', 100.0)
#('5x5f', 'C', 4.2, 'ELECTRON MICROSCOPY', '4mod', 'A', 1.9, 'X-RAY DIFFRACTION', 98.4375)
#('5x5b', 'C', 3.7, 'ELECTRON MICROSCOPY', '1zvb', 'A', 1.7, 'X-RAY DIFFRACTION', 100.0)
#('5x5c', 'C', 4.1, 'ELECTRON MICROSCOPY', '4mod', 'A', 1.9, 'X-RAY DIFFRACTION', 98.4375)
#('5onv', 'E', 4.1, 'ELECTRON MICROSCOPY', '6ict', 'E', 1.95, 'X-RAY DIFFRACTION', 95.65217391304348)
('5ocu', 'B', 5.2, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 96.78899082568807)
#('5va1', 'A', 3.7, 'ELECTRON MICROSCOPY', '4hqa', 'A', 1.96, 'X-RAY DIFFRACTION', 100.0)
('6bih', 'C', 6.0, 'ELECTRON MICROSCOPY', '3mn5', 'A', 1.5, 'X-RAY DIFFRACTION', 95.73333333333333)
#('5vgz', 'Z', 3.7, 'ELECTRON MICROSCOPY', '2o95', 'A', 1.95, 'X-RAY DIFFRACTION', 100.0)
#('5z10', 'C', 3.97, 'ELECTRON MICROSCOPY', '4rax', 'A', 1.45, 'X-RAY DIFFRACTION', 95.91836734693878)
('6cx1', 'E', 3.8, 'ELECTRON MICROSCOPY', '3n2n', 'F', 1.8, 'X-RAY DIFFRACTION', 100.0)
('6ddf', 'B', 3.5, 'ELECTRON MICROSCOPY', '1got', 'B', 2.0, 'X-RAY DIFFRACTION', 99.70238095238095)
('6gyu', 'E', 3.0, 'ELECTRON MICROSCOPY', '4aco', 'A', 1.89, 'X-RAY DIFFRACTION', 100.0)
#('6f5j', 'C', 3.1, 'ELECTRON MICROSCOPY', '5g51', 'A', 1.45, 'X-RAY DIFFRACTION', 100.0)
#('6acj', 'C', 4.2, 'ELECTRON MICROSCOPY', '1zvb', 'A', 1.7, 'X-RAY DIFFRACTION', 100.0)
#('6acc', 'C', 3.6, 'ELECTRON MICROSCOPY', '1zvb', 'A', 1.7, 'X-RAY DIFFRACTION', 100.0)
#('6acg', 'C', 5.4, 'ELECTRON MICROSCOPY', '1zvb', 'A', 1.7, 'X-RAY DIFFRACTION', 100.0)
#('6acd', 'C', 3.9, 'ELECTRON MICROSCOPY', '1zvb', 'A', 1.7, 'X-RAY DIFFRACTION', 100.0)
('6n7w', 'I', 4.5, 'ELECTRON MICROSCOPY', '4x43', 'A', 1.65, 'X-RAY DIFFRACTION', 95.28301886792453)
('5wfe', 'F', 3.64, 'ELECTRON MICROSCOPY', '4mak', 'A', 1.1, 'X-RAY DIFFRACTION', 100.0)
#('5yu8', 'E', 3.8, 'ELECTRON MICROSCOPY', '6ict', 'E', 1.95, 'X-RAY DIFFRACTION', 95.65217391304348)
