('6d9h', 'B', 3.6, 'ELECTRON MICROSCOPY', '1got', 'B', 2.0, 'X-RAY DIFFRACTION', 99.70414201183432)
('6djn', 'D', 3.1, 'ELECTRON MICROSCOPY', '3w3d', 'A', 1.8, 'X-RAY DIFFRACTION', 98.9247311827957)
('6djo', 'D', 3.6, 'ELECTRON MICROSCOPY', '3w3d', 'A', 1.8, 'X-RAY DIFFRACTION', 98.9247311827957)
('5h53', 'E', 5.2, 'ELECTRON MICROSCOPY', '4b1w', 'B', 1.95, 'X-RAY DIFFRACTION', 99.46666666666667)
('6baj', 'C', 3.2, 'ELECTRON MICROSCOPY', '4u95', 'A', 2.0, 'X-RAY DIFFRACTION', 98.9351403678606)
('3jcm', 'M', 3.8, 'ELECTRON MICROSCOPY', '4nut', 'A', 1.55, 'X-RAY DIFFRACTION', 100.0)
('3jca', 'H', 4.8, 'ELECTRON MICROSCOPY', '5d7u', 'A', 1.5, 'X-RAY DIFFRACTION', 100.0)
('3jcu', 'q', 3.2, 'ELECTRON MICROSCOPY', '1nze', 'A', 1.95, 'X-RAY DIFFRACTION', 100.0)
('6b0c', 'D', 3.51, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 100.0)
('6b0l', 'B', 3.98, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 100.0)
('6b0i', 'B', 3.78, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 100.0)
('6e3y', 'B', 3.3, 'ELECTRON MICROSCOPY', '1got', 'B', 2.0, 'X-RAY DIFFRACTION', 99.70238095238095)
('6cm3', 'I', 3.54, 'ELECTRON MICROSCOPY', '1cdy', 'A', 2.0, 'X-RAY DIFFRACTION', 98.96907216494846)
('5lqp', 'GY', 6.0, 'ELECTRON MICROSCOPY', '5fs4', 'A', 1.73, 'X-RAY DIFFRACTION', 98.44961240310077)
('6eu0', 'Y', 4.0, 'ELECTRON MICROSCOPY', '4b0a', 'A', 1.97, 'X-RAY DIFFRACTION', 100.0)
('6eu1', 'E', 3.4, 'ELECTRON MICROSCOPY', '1dzf', 'A', 1.9, 'X-RAY DIFFRACTION', 100.0)
('6bno', 'H', 5.5, 'ELECTRON MICROSCOPY', '3w3d', 'A', 1.8, 'X-RAY DIFFRACTION', 98.6376021798365)
('5zwo', 'M', 3.9, 'ELECTRON MICROSCOPY', '4nut', 'A', 1.55, 'X-RAY DIFFRACTION', 100.0)
('6bnp', 'H', 4.6, 'ELECTRON MICROSCOPY', '3w3d', 'A', 1.8, 'X-RAY DIFFRACTION', 98.6376021798365)
('6bnq', 'H', 5.5, 'ELECTRON MICROSCOPY', '3w3d', 'A', 1.8, 'X-RAY DIFFRACTION', 98.6376021798365)
('5fmf', 'X', 6.0, 'ELECTRON MICROSCOPY', '3dgp', 'B', 1.8, 'X-RAY DIFFRACTION', 100.0)
('5ly6', 'B', 4.5, 'ELECTRON MICROSCOPY', '5cr6', 'D', 1.98, 'X-RAY DIFFRACTION', 98.08917197452229)
('5m5x', 'E', 4.0, 'ELECTRON MICROSCOPY', '1dzf', 'A', 1.9, 'X-RAY DIFFRACTION', 100.0)
('6mcb', 'A', 3.4, 'ELECTRON MICROSCOPY', '5b2r', 'B', 2.0, 'X-RAY DIFFRACTION', 99.41348973607037)
('6mcc', 'A', 3.9, 'ELECTRON MICROSCOPY', '5b2r', 'B', 2.0, 'X-RAY DIFFRACTION', 99.41348973607037)
('5uie', 'S', 5.7, 'ELECTRON MICROSCOPY', '2rkl', 'A', 1.5, 'X-RAY DIFFRACTION', 100.0)
('5juy', 'N', 4.1, 'ELECTRON MICROSCOPY', '2b4z', 'A', 1.5, 'X-RAY DIFFRACTION', 100.0)
('6g79', 'B', 3.78, 'ELECTRON MICROSCOPY', '1got', 'B', 2.0, 'X-RAY DIFFRACTION', 98.22485207100591)
('5nss', 'N', 5.8, 'ELECTRON MICROSCOPY', '2bjv', 'A', 1.7, 'X-RAY DIFFRACTION', 99.60159362549801)
('6e7c', 'B', 3.65, 'ELECTRON MICROSCOPY', '4i4t', 'B', 1.8, 'X-RAY DIFFRACTION', 100.0)
('6ezj', 'X', 3.1, 'ELECTRON MICROSCOPY', '4mu3', 'A', 1.12, 'X-RAY DIFFRACTION', 99.45945945945945)
('5n8n', 'c', 3.28, 'ELECTRON MICROSCOPY', '4uqz', 'B', 1.6, 'X-RAY DIFFRACTION', 100.0)
('5y5y', 'M', 4.7, 'ELECTRON MICROSCOPY', '1r5z', 'A', 1.95, 'X-RAY DIFFRACTION', 100.0)
('5onv', 'E', 4.1, 'ELECTRON MICROSCOPY', '3w3d', 'A', 1.8, 'X-RAY DIFFRACTION', 98.92183288409703)
('6bih', 'C', 6.0, 'ELECTRON MICROSCOPY', '1qz5', 'A', 1.45, 'X-RAY DIFFRACTION', 99.73333333333333)
('6cx1', 'E', 3.8, 'ELECTRON MICROSCOPY', '3n2n', 'F', 1.8, 'X-RAY DIFFRACTION', 100.0)
('5z3l', 'H', 4.31, 'ELECTRON MICROSCOPY', '1kx3', 'D', 2.0, 'X-RAY DIFFRACTION', 100.0)
('5z3o', 'H', 3.62, 'ELECTRON MICROSCOPY', '1kx3', 'D', 2.0, 'X-RAY DIFFRACTION', 100.0)
('6mi8', 'B', 4.3, 'ELECTRON MICROSCOPY', '4p33', 'A', 1.65, 'X-RAY DIFFRACTION', 99.57446808510639)
('6mi7', 'B', 4.2, 'ELECTRON MICROSCOPY', '4p33', 'A', 1.65, 'X-RAY DIFFRACTION', 99.56521739130434)
('6ddf', 'B', 3.5, 'ELECTRON MICROSCOPY', '1got', 'B', 2.0, 'X-RAY DIFFRACTION', 99.70238095238095)
('6gyu', 'E', 3.0, 'ELECTRON MICROSCOPY', '4aco', 'A', 1.89, 'X-RAY DIFFRACTION', 100.0)
('6n7w', 'I', 4.5, 'ELECTRON MICROSCOPY', '1keb', 'A', 1.8, 'X-RAY DIFFRACTION', 98.11320754716981)
('6oik', 'B', 3.6, 'ELECTRON MICROSCOPY', '1got', 'B', 2.0, 'X-RAY DIFFRACTION', 99.70414201183432)
('5wfe', 'F', 3.64, 'ELECTRON MICROSCOPY', '4mak', 'A', 1.1, 'X-RAY DIFFRACTION', 100.0)
